Line,bus0,bus1,r,x,b,s_nom,v_nom,interconnect,type,carrier,underwater_fraction,length,g,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,capital_cost,build_year,lifetime,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,latitude1,longitude1,latitude2,longitude2,wkt_geom
95530,2028948,2029053,0.28718351999999997,1.4686732800000002,8.737660155429531e-07,188.98,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,6.159625011867293,0.0,0.0,False,0.0,inf,1.0,564.6990220254637,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1633,-115.617,33.2046,-115.573,"LINESTRING (-115.617 33.1633, -115.573 33.2046)"
95534,2028949,2028954,0.29637224999999995,1.3664069999999997,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.665,-114.998,33.665,-114.998,"LINESTRING (-114.998 33.665, -114.998 33.665)"
95535,2028949,2028955,0.347553,1.3818802499999998,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.665,-114.998,33.665,-114.998,"LINESTRING (-114.998 33.665, -114.998 33.665)"
95536,2028949,2028956,0.2737575,1.41758775,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.665,-114.998,33.665,-114.998,"LINESTRING (-114.998 33.665, -114.998 33.665)"
95538,2028954,2028988,3.1684455,45.638946000000004,6.05645872715816e-06,1134.85,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,105.8101834819642,0.0,0.0,False,0.0,inf,1.0,9700.413096167775,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.665,-114.998,34.2953,-114.14,"LINESTRING (-114.998 33.665, -114.14 34.2953)"
95539,2028957,2028958,0.0466578,0.1980576,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9308,-117.293,33.9308,-117.293,"LINESTRING (-117.293 33.9308, -117.293 33.9308)"
95542,2028959,2028964,0.24400125,1.3045140000000002,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8659,-116.825,34.8659,-116.825,"LINESTRING (-116.825 34.8659, -116.825 34.8659)"
95549,2028965,2028976,0.33684075,1.2830895,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7144,-115.536,32.7144,-115.536,"LINESTRING (-115.536 32.7144, -115.536 32.7144)"
95550,2028965,2028977,0.25590375,1.30808475,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7144,-115.536,32.7144,-115.536,"LINESTRING (-115.536 32.7144, -115.536 32.7144)"
95562,2028983,2028985,0.05370408,0.19939068,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0903,-117.534,34.0903,-117.534,"LINESTRING (-117.534 34.0903, -117.534 34.0903)"
95567,2028988,2040039,0.49871475,5.983386750000001,6.05166981726528e-07,1071.54,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,9.291149351290496,0.0,0.0,False,0.0,inf,1.0,851.7893446529345,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2953,-114.14,34.3739,-114.106,"LINESTRING (-114.14 34.2953, -114.106 34.3739)"
95569,2040027,2028990,3.2725262500000003,16.7208965,1.5281663516068051e-06,138.66,115.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,32.6345814220628,0.0,0.0,False,0.0,inf,1.0,2991.8568383211627,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0169,-114.251,34.2953,-114.14,"LINESTRING (-114.251 34.0169, -114.14 34.2953)"
95570,2028990,2040040,1.6876422500000001,6.3054155000000005,5.119092627599243e-07,112.36,115.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.291149351290496,0.0,0.0,False,0.0,inf,1.0,851.7893446529345,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2953,-114.14,34.3739,-114.106,"LINESTRING (-114.14 34.2953, -114.106 34.3739)"
95573,2028993,2028996,0.045896040000000006,0.22357655999999998,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6758,-116.171,33.6758,-116.171,"LINESTRING (-116.171 33.6758, -116.171 33.6758)"
95574,2028993,2028997,0.040182840000000004,0.20986487999999998,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6758,-116.171,33.6758,-116.171,"LINESTRING (-116.171 33.6758, -116.171 33.6758)"
95579,2028998,2029003,0.309465,1.22714775,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9636,-117.453,33.9636,-117.453,"LINESTRING (-117.453 33.9636, -117.453 33.9636)"
95586,2029012,2029014,0.04837175999999999,0.22643316,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8827,-117.556,33.8827,-117.556,"LINESTRING (-117.556 33.8827, -117.556 33.8827)"
95595,2029021,2029023,0.05027616,0.19577232000000003,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6633,-115.658,32.6633,-115.658,"LINESTRING (-115.658 32.6633, -115.658 32.6633)"
95605,2029033,2029037,0.038278440000000004,0.2009142,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9603,-116.536,33.9603,-116.536,"LINESTRING (-116.536 33.9603, -116.536 33.9603)"
95608,2029038,2029049,0.12530951999999998,0.73452708,1.91136315900021e-07,216.3,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.9324471099501164,0.0,0.0,False,0.0,inf,1.0,177.1619199224518,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.934,-116.578,33.9211,-116.564,"LINESTRING (-116.578 33.934, -116.564 33.9211)"
95613,2029044,2029045,0.05141880000000001,0.20643695999999997,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.932,-117.84,33.932,-117.84,"LINESTRING (-117.84 33.932, -117.84 33.932)"
95616,2029046,2029049,0.04970484,0.20034288,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9211,-116.564,33.9211,-116.564,"LINESTRING (-116.564 33.9211, -116.564 33.9211)"
95619,2029050,2029053,0.03961152,0.22700447999999998,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2046,-115.573,33.2046,-115.573,"LINESTRING (-115.573 33.2046, -115.573 33.2046)"
95624,2029060,2029061,0.04456296,0.19044,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5917,-117.059,32.5917,-117.059,"LINESTRING (-117.059 32.5917, -117.059 32.5917)"
95634,2029072,2029074,0.03884976,0.21672071999999998,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5808,-115.483,35.5808,-115.483,"LINESTRING (-115.483 35.5808, -115.483 35.5808)"
95635,2029074,2030118,3.2098661999999996,17.998293959999998,2.6780088216761184e-06,218.89,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,47.12723989418002,0.0,0.0,False,0.0,inf,1.0,4320.5075353986895,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5808,-115.483,35.9835,-115.322,"LINESTRING (-115.483 35.5808, -115.322 35.9835)"
95636,2029074,2030159,2.8644080400000003,21.315758759999998,2.4317370300357065e-06,224.35,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,47.82335664116182,0.0,0.0,False,0.0,inf,1.0,4384.325778470113,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5808,-115.483,35.9712,-115.262,"LINESTRING (-115.483 35.5808, -115.262 35.9712)"
95638,2029075,2029079,0.31541625,1.23428925,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8581,-117.862,33.8581,-117.862,"LINESTRING (-117.862 33.8581, -117.862 33.8581)"
95645,2030016,2030000,0.8216957,5.2681840399999995,8.630068284402609e-07,253.92,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,10.411183251575393,0.0,0.0,False,0.0,inf,1.0,954.471252546303,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1045,-119.87,39.194,-119.835,"LINESTRING (-119.87 39.1045, -119.835 39.194)"
95646,2030000,2030046,0.24262056,1.4152866,2.6889394699278576e-07,276.08,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.045866308286341,0.0,0.0,False,0.0,inf,1.0,279.237408477921,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.194,-119.835,39.22,-119.824,"LINESTRING (-119.835 39.194, -119.824 39.22)"
95647,2030001,2030002,0.12882737,0.8424324999999999,6.596967709579106e-08,265.03,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.8658760853667882,0.0,0.0,False,0.0,inf,1.0,79.38135481621373,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.542,-119.971,39.5364,-119.978,"LINESTRING (-119.971 39.542, -119.978 39.5364)"
95648,2030001,2030014,2.1716613799999998,12.573758680000001,1.3460128853053507e-06,187.14,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,26.306115491594657,0.0,0.0,False,0.0,inf,1.0,2411.678902980669,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.542,-119.971,39.3063,-119.949,"LINESTRING (-119.971 39.542, -119.949 39.3063)"
95652,2030002,2030004,0.05287884,0.29705466,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5364,-119.978,39.5364,-119.978,"LINESTRING (-119.978 39.5364, -119.978 39.5364)"
95653,2030002,2030005,2.1431482799999997,13.52091202,1.6041047799081825e-06,234.53,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,26.081264763167052,0.0,0.0,False,0.0,inf,1.0,2391.0651503252475,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5364,-119.978,39.7699,-120.003,"LINESTRING (-119.978 39.5364, -120.003 39.7699)"
95654,2030002,2030028,1.1851081199999998,6.12642835,5.36630531229505e-07,250.51,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,10.274030273956974,0.0,0.0,False,0.0,inf,1.0,941.8974104406905,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5364,-119.978,39.5728,-119.868,"LINESTRING (-119.978 39.5364, -119.868 39.5728)"
95655,2030036,2030005,2.00447093,11.51333057,6.57767833031133e-07,244.75,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,17.93149494991987,0.0,0.0,False,0.0,inf,1.0,1643.9146282712788,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6769,-119.832,39.7699,-120.003,"LINESTRING (-119.832 39.6769, -120.003 39.7699)"
95657,2030006,2030010,0.058063039999999996,0.2799468,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8819,-119.834,38.8819,-119.834,"LINESTRING (-119.834 38.8819, -119.834 38.8819)"
95658,2030006,2030011,0.057803829999999994,0.29835070999999996,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8819,-119.834,38.8819,-119.834,"LINESTRING (-119.834 38.8819, -119.834 38.8819)"
95661,2030011,2030034,0.70427357,3.81453436,5.586204235947688e-07,235.71,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,7.334259140288958,0.0,0.0,False,0.0,inf,1.0,672.3865423338409,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8819,-119.834,38.9139,-119.76,"LINESTRING (-119.834 38.8819, -119.76 38.9139)"
95663,2030012,2030014,0.057026200000000006,0.28720468,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3063,-119.949,39.3063,-119.949,"LINESTRING (-119.949 39.3063, -119.949 39.3063)"
95664,2030015,2030014,0.15371152999999999,0.84554302,2.5461980633463214e-07,214.91,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.172564040667169,0.0,0.0,False,0.0,inf,1.0,199.1752398382644,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3003,-119.925,39.3063,-119.949,"LINESTRING (-119.925 39.3003, -119.949 39.3063)"
95665,2030031,2030015,1.15685423,6.7477547200000005,3.927317618919023e-07,249.89,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.019118407525418,0.0,0.0,False,0.0,inf,1.0,826.8502278059116,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2309,-119.871,39.3003,-119.925,"LINESTRING (-119.871 39.2309, -119.925 39.3003)"
95666,2030015,2030051,0.63636055,3.77331997,3.6294896030245744e-06,220.6,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,25.69953684595051,0.0,0.0,False,0.0,inf,1.0,2356.0692891946283,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3003,-119.925,39.3225,-119.628,"LINESTRING (-119.925 39.3003, -119.628 39.3225)"
95668,2030038,2030016,0.63169477,3.58176378,1.0454843563134138e-06,255.78,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,11.376524034101347,0.0,0.0,False,0.0,inf,1.0,1042.9712821363264,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0285,-119.782,39.1045,-119.87,"LINESTRING (-119.782 39.0285, -119.87 39.1045)"
95669,2030018,2030033,0.61743822,3.65615705,1.0775047258979205e-06,249.53,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.174164462896366,0.0,0.0,False,0.0,inf,1.0,841.0644625471815,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4774,-119.855,39.5422,-119.789,"LINESTRING (-119.855 39.4774, -119.789 39.5422)"
95670,2030018,2030042,0.72863931,4.09318511,7.314532618340342e-07,270.04,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.238576783422372,0.0,0.0,False,0.0,inf,1.0,846.9696230622046,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4774,-119.855,39.4433,-119.757,"LINESTRING (-119.855 39.4774, -119.757 39.4433)"
95671,2030019,2030020,0.06609855,0.30871911,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4851,-119.741,39.4851,-119.741,"LINESTRING (-119.741 39.4851, -119.741 39.4851)"
95672,2030019,2030022,0.15060101,0.8268799,1.0300528528991937e-07,239.29,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.1168125172784789,0.0,0.0,False,0.0,inf,1.0,102.38657955279774,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4851,-119.741,39.494,-119.747,"LINESTRING (-119.741 39.4851, -119.747 39.494)"
95673,2030042,2030019,0.40566365,2.53662906,3.5183827784421895e-07,250.29,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.852074931551633,0.0,0.0,False,0.0,inf,1.0,444.82609953732486,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4433,-119.757,39.4851,-119.741,"LINESTRING (-119.757 39.4433, -119.741 39.4851)"
95674,2030019,2030062,0.81988123,4.712437800000001,9.52895335828093e-07,245.08,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,12.540773020183199,0.0,0.0,False,0.0,inf,1.0,1149.706718557845,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4851,-119.741,39.5504,-119.622,"LINESTRING (-119.741 39.4851, -119.622 39.5504)"
95675,2030021,2030022,0.06894986,0.30638622000000004,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.494,-119.747,39.494,-119.747,"LINESTRING (-119.747 39.494, -119.747 39.494)"
95676,2030021,2030023,0.06039593,0.26102447,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.494,-119.747,39.494,-119.747,"LINESTRING (-119.747 39.494, -119.747 39.494)"
95677,2030022,2030042,0.53837917,3.2657867900000004,3.2869102272288874e-07,247.74,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.708947280564868,0.0,0.0,False,0.0,inf,1.0,523.3820143139857,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.494,-119.747,39.4433,-119.757,"LINESTRING (-119.747 39.494, -119.757 39.4433)"
95678,2030024,2030025,0.05573015,0.29342572,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0757,-119.743,39.0757,-119.743,"LINESTRING (-119.743 39.0757, -119.743 39.0757)"
95679,2030024,2030046,1.05576233,6.1248730899999995,1.3587438756220826e-06,263.66,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,17.519462843734992,0.0,0.0,False,0.0,inf,1.0,1606.1405548565149,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0757,-119.743,39.22,-119.824,"LINESTRING (-119.743 39.0757, -119.824 39.22)"
95680,2030049,2030024,0.43080702000000004,2.6664932699999997,3.6379769299023954e-07,242.84,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.698240613915144,0.0,0.0,False,0.0,inf,1.0,522.4004538822056,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0634,-119.679,39.0757,-119.743,"LINESTRING (-119.679 39.0634, -119.743 39.0757)"
95681,2030026,2030027,0.05728541,0.28331653,0.0,0.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4331,-119.809,39.4331,-119.809,"LINESTRING (-119.809 39.4331, -119.809 39.4331)"
95682,2030042,2030026,0.24287977000000002,1.49227197,5.497473091315922e-07,233.45,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.612545751619068,0.0,0.0,False,0.0,inf,1.0,422.8666631440571,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4433,-119.757,39.4331,-119.809,"LINESTRING (-119.757 39.4433, -119.809 39.4331)"
95683,2030026,2030311,0.5456370500000001,3.0514201199999995,3.5260985301493e-07,259.69,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,6.613808231967156,0.0,0.0,False,0.0,inf,1.0,606.337404186169,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4331,-119.809,39.3908,-119.755,"LINESTRING (-119.809 39.4331, -119.755 39.3908)"
95684,2030028,2030039,0.25946921,1.26157507,4.20894255622854e-07,243.15,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.721143876996096,0.0,0.0,False,0.0,inf,1.0,432.82266778330956,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5728,-119.868,39.5842,-119.815,"LINESTRING (-119.868 39.5728, -119.815 39.5842)"
95685,2030029,2030030,0.38414922000000007,2.1561087800000003,3.1210215655260216e-07,242.4,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.23041421255783,0.0,0.0,False,0.0,inf,1.0,387.8337989717704,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6354,-119.797,39.6729,-119.789,"LINESTRING (-119.797 39.6354, -119.789 39.6729)"
95686,2030036,2030029,0.27450339,1.8543883399999999,6.878592646888623e-07,263.3,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.5081683730309186,0.0,0.0,False,0.0,inf,1.0,504.975106018542,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6769,-119.832,39.6354,-119.797,"LINESTRING (-119.832 39.6769, -119.797 39.6354)"
95687,2030029,2030059,0.41680968,2.1828074099999997,1.4536476216195362e-06,248.01,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,8.581585574092033,0.0,0.0,False,0.0,inf,1.0,786.7383114688223,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6354,-119.797,39.6136,-119.701,"LINESTRING (-119.797 39.6354, -119.701 39.6136)"
95688,2030030,2030036,0.53811996,2.7465891599999996,1.7013232514177692e-07,260.18,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.7110637917574207,0.0,0.0,False,0.0,inf,1.0,340.22105076884094,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6729,-119.789,39.6769,-119.832,"LINESTRING (-119.789 39.6729, -119.832 39.6769)"
95689,2030046,2030031,0.50520029,2.7795088299999997,2.6850815940743026e-07,260.2,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.230784010406697,0.0,0.0,False,0.0,inf,1.0,387.86770111405997,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.22,-119.824,39.2309,-119.871,"LINESTRING (-119.824 39.22, -119.871 39.2309)"
95690,2030033,2030032,0.30301648999999997,1.4552049400000002,1.5894448516646737e-07,259.7,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.2833072812457087,0.0,0.0,False,0.0,inf,1.0,209.32790327640345,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5422,-119.789,39.5352,-119.814,"LINESTRING (-119.789 39.5422, -119.814 39.5352)"
95691,2030039,2030032,0.62236321,3.4065378199999996,3.6032560472204004e-07,205.57,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.455330172709379,0.0,0.0,False,0.0,inf,1.0,500.1310319085641,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5842,-119.815,39.5352,-119.814,"LINESTRING (-119.815 39.5842, -119.814 39.5352)"
95692,2030040,2030033,0.0907235,0.5256778799999999,1.1187839975309594e-07,266.07,161.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.030675123628096,0.0,0.0,False,0.0,inf,1.0,94.48971864641476,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5425,-119.777,39.5422,-119.789,"LINESTRING (-119.777 39.5425, -119.789 39.5422)"
